Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2024-05-07,00:20:23,CNR8071731,Success,134012,Prime Plus,Yelahanka,Kadugodi,2.5,12.89,0,,0,,0,,83,40,3.4,3.6
2024-05-25,15:20:25,CNR2187253,Cancelled by Customer,700896,Prime Plus,Domlur,Vidyaranyapura,,,1,AC is not working,0,,0,,,,,
2024-05-26,09:59:48,CNR1543455,Success,351271,Auto,Bellandur,Whitefield,5.86,10.61,0,,0,,0,,92,25.92,3.2,4.2
2024-05-20,22:00:01,CNR3801894,Success,179110,Bike,Vijayanagar,Varthur,6.34,3.28,0,,0,,0,,61,13.13,4.6,4.8
2024-05-28,23:51:09,CNR3592430,Success,903201,eBike,Banashankari,Varthur,9.66,13.07,0,,0,,0,,618,39.68,4.6,4.7
2024-05-12,13:00:33,CNR9256686,Cancelled by System,851222,Auto,Kalyan Nagar,Domlur,,,0,,0,,0,,,,,
2024-05-18,15:39:34,CNR5356954,Success,277599,Bike,Whitefield,Commercial Street,7.53,10.16,0,,0,,0,,321,13.77,3.2,4.1
2024-05-22,04:03:25,CNR2154039,Success,608355,Bike,Yelahanka,Sadashivanagar,4.12,7.16,0,,0,,0,,381,28.24,3.4,3.7
2024-05-10,19:22:41,CNR8310576,Success,913476,Prime SUV,Brookefield,Yelahanka,2.62,3.01,0,,0,,0,,128,31.37,4.5,4.4
2024-05-05,10:27:19,CNR9445283,Success,719385,Prime Sedan,Old Airport Road,Marathahalli,8.34,8.92,0,,0,,0,,372,7.3,4.5,4.4
2024-05-08,09:09:31,CNR6715702,Cancelled by System,899743,Prime Plus,Brookefield,Hebbal,,,0,,0,,0,,,,,
2024-05-17,00:07:34,CNR8942743,Incomplete,831903,Prime Plus,Vidyaranyapura,Bennigana Halli,1.34,9.57,0,,0,,1,Vehicle Breakdown,222,42.86,4.5,3.6
2024-05-18,16:27:05,CNR8146124,Incomplete,651203,Prime SUV,Bennigana Halli,Vidyaranyapura,4.1,12.93,0,,0,,1,Customer Demand,651,29.26,3.1,4
2024-05-29,11:25:13,CNR8758560,Cancelled by Customer,904403,eBike,Sarjapur Road,Basavanagudi,,,1,Wrong Address,0,,0,,,,,
2024-05-13,06:09:35,CNR2093439,Success,285356,Prime Plus,Sahakara Nagar,Indiranagar,7.25,13.23,0,,0,,0,,625,34.48,3.9,4.5
2024-05-15,05:06:03,CNR5348307,Cancelled by Customer,643569,Prime Plus,Sahakara Nagar,Brookefield,,,1,Wrong Address,0,,0,,,,,
2024-05-12,12:00:49,CNR7653759,Success,197598,Prime Sedan,MG Road,Malleshwaram,3.44,5.92,0,,0,,0,,1082,39.5,3,4.2
2024-05-12,11:43:32,CNR5887098,Cancelled by Customer,911587,Auto,Brigade Road,Basavanagudi,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-12,00:30:01,CNR8932563,Success,187467,Prime SUV,Ulsoor,Vasanth Nagar,2.73,13.65,0,,0,,0,,578,13.18,4.2,4.4
2024-05-23,09:03:40,CNR5238774,Success,826780,Auto,Old Airport Road,Malleshwaram,2.02,11.28,0,,0,,0,,307,42.68,4.8,4.9
2024-05-22,23:17:05,CNR9952210,Success,244220,Mini,Frazer Town,Domlur,5.72,6.82,0,,0,,0,,609,37.21,3.6,4.5
2024-05-14,01:21:51,CNR4649218,Success,379532,Mini,Jayanagar,Gokula,3.58,7.23,0,,0,,0,,530,43.64,3.5,3.8
2024-05-12,08:24:38,CNR7631192,Success,691496,Mini,Brookefield,Brigade Road,5.41,3.37,0,,0,,0,,376,20.24,3,4
2024-05-28,16:07:45,CNR7252237,Cancelled by Driver,998172,eBike,Langford Town,RT Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-09,16:43:20,CNR4730350,Success,649975,Auto,Yelahanka,Indiranagar,2.58,10.95,0,,0,,0,,717,9.58,4.9,4.8
2024-05-24,19:40:54,CNR5664487,Success,846437,Prime Sedan,Basavanagudi,RT Nagar,5.2,9.63,0,,0,,0,,958,25.01,3.6,3.8
2024-05-18,15:52:20,CNR5426163,Incomplete,401957,Prime SUV,Richmond Town,Vijayanagar,7.82,8.26,0,,0,,1,Other Issue,855,42.54,4.4,3.7
2024-05-16,07:00:33,CNR5439391,Success,745101,Auto,Commercial Street,Koramangala,4.29,3.95,0,,0,,0,,434,23.63,4.5,4.8
2024-05-02,18:55:34,CNR8348779,Success,850984,Prime SUV,Frazer Town,Hoodi,9.58,3.66,0,,0,,0,,329,23.12,4.1,3.8
2024-05-28,08:39:52,CNR7629562,Incomplete,411165,Bike,Mathikere,Vidyaranyapura,5.08,13.35,0,,0,,1,Customer Demand,470,10.98,4,4.9
2024-05-27,10:30:00,CNR3447845,Cancelled by Driver,391225,eBike,Indiranagar,Sarjapur Road,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-04,07:38:28,CNR9498832,Success,434071,Prime Plus,Varthur,Kammanahalli,1.3,4.06,0,,0,,0,,313,26.76,3.4,4.1
2024-05-17,11:07:00,CNR5817181,Cancelled by Driver,736871,Bike,New BEL Road,CV Raman Nagar,,,0,,1,More than permitted people in there,0,,,,,
2024-05-22,16:05:36,CNR7619353,Success,865385,Prime SUV,Bennigana Halli,Cooke Town,3.38,12.92,0,,0,,0,,325,21.4,4.3,4.2
2024-05-15,22:49:15,CNR4581252,Cancelled by Customer,972456,Bike,Bannerghatta Road,Marathahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2024-05-25,06:36:34,CNR7559832,Success,591260,Bike,Brookefield,Basavanagudi,4.42,4.49,0,,0,,0,,466,32.87,3.7,3.6
2024-05-27,11:30:01,CNR8303210,Success,870366,eBike,Yeshwanthpur,Vijayanagar,1.46,9.52,0,,0,,0,,810,23.74,3.9,4.8
2024-05-18,20:05:11,CNR2753893,Success,892654,Prime SUV,RT Nagar,Sadashivanagar,4.56,7.43,0,,0,,0,,568,5.88,4.7,3.7
2024-05-18,20:56:35,CNR4649382,Success,476965,Prime Plus,Banashankari,Ulsoor,7.55,3.66,0,,0,,0,,109,4.85,4.4,4.4
2024-05-25,18:11:59,CNR5046073,Cancelled by Driver,435617,Prime Plus,Bannerghatta Road,Sanjay Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-10,09:42:10,CNR1269074,Success,726573,Mini,Brigade Road,Yelahanka,7.31,13.67,0,,0,,0,,277,2.99,4.5,4.7
2024-05-19,01:03:37,CNR4819861,Cancelled by Driver,814961,Auto,New BEL Road,Malleshwaram,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-06,19:40:23,CNR9761822,Cancelled by Driver,635080,Prime SUV,Bannerghatta Road,Banashankari,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-12,16:56:01,CNR8237156,Cancelled by Driver,364282,Prime Plus,Vasanth Nagar,Bannerghatta Road,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-22,11:07:07,CNR3003508,Success,573096,Bike,Whitefield,Yelahanka,7.58,13.72,0,,0,,0,,516,16.65,3.5,3.8
2024-05-23,07:41:26,CNR6346570,Cancelled by Customer,959759,Prime Plus,Mahadevapura,Basavanagudi,,,1,Change of plans,0,,0,,,,,
2024-05-29,05:06:26,CNR9093449,Success,378999,Prime Sedan,Basavanagudi,Sadashivanagar,3.64,12.79,0,,0,,0,,407,15.95,4.9,3.6
2024-05-26,09:42:06,CNR2478084,Cancelled by Customer,529317,Prime Sedan,Sahakara Nagar,Vijayanagar,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-05,11:49:35,CNR4489693,Success,688169,Auto,Banashankari,Koramangala,6.02,2.12,0,,0,,0,,244,40.15,4.4,3.7
2024-05-05,21:03:03,CNR5773273,Cancelled by Customer,558271,Auto,Kammanahalli,Indiranagar,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-11,07:34:06,CNR5534405,Cancelled by Driver,852922,Prime SUV,Richmond Town,Marathahalli,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-05,21:01:58,CNR1819928,Success,836242,Mini,BTM Layout,Hebbal,9.96,10.01,0,,0,,0,,212,34.02,4.4,4.9
2024-05-13,07:54:21,CNR5438398,Success,715325,Auto,Bellandur,Hebbal,6.71,8.13,0,,0,,0,,490,19.96,4,4.5
2024-05-02,01:12:48,CNR1784025,Cancelled by Customer,161604,eBike,Kalyan Nagar,Cooke Town,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-21,22:30:21,CNR7687801,Success,424566,Mini,Vijayanagar,Bennigana Halli,2.65,11.05,0,,0,,0,,477,35.36,4.7,4.6
2024-05-18,11:45:57,CNR8128316,Success,231941,Prime Sedan,Mathikere,Rajajinagar,7.86,9.37,0,,0,,0,,308,17.77,3.3,4.2
2024-05-03,09:18:36,CNR1961107,Success,384450,Prime Plus,Frazer Town,Brigade Road,6.77,2.23,0,,0,,0,,215,5.15,4.1,4.1
2024-05-26,04:12:17,CNR6670735,Cancelled by System,231342,Prime SUV,MG Road,Gokula,,,0,,0,,0,,,,,
2024-05-11,19:00:00,CNR8764997,Cancelled by System,473998,Bike,Gokula,Kadugodi,,,0,,0,,0,,,,,
2024-05-13,08:31:04,CNR6929101,Incomplete,686506,Bike,Richmond Town,Mahadevapura,5.62,9.31,0,,0,,1,Other Issue,86,11.97,3.2,4.6
2024-05-15,18:55:59,CNR9026609,Success,683640,eBike,Electronic City,Kalyan Nagar,5.28,5.02,0,,0,,0,,306,8.87,3.4,3.8
2024-05-02,06:42:51,CNR4771107,Cancelled by Driver,195681,eBike,Brigade Road,Hebbal,,,0,,1,More than permitted people in there,0,,,,,
2024-05-19,03:40:58,CNR5769573,Success,623031,Prime Sedan,Malleshwaram,JP Nagar,8.85,2.49,0,,0,,0,,825,37.61,3.1,4.8
2024-05-25,02:27:00,CNR1480007,Success,514094,Auto,RT Nagar,Basavanagudi,7.51,13.14,0,,0,,0,,255,29.19,4.9,3.6
2024-05-22,03:24:59,CNR7559358,Cancelled by System,794548,Prime Plus,Sanjay Nagar,MG Road,,,0,,0,,0,,,,,
2024-05-25,11:22:02,CNR9776215,Success,132475,eBike,Sahakara Nagar,Mahadevapura,9.63,5.32,0,,0,,0,,882,42.93,4.5,4.2
2024-05-12,08:51:12,CNR7156903,Success,616309,Bike,Domlur,Kadugodi,4.09,8.45,0,,0,,0,,686,23.51,3.2,4.7
2024-05-27,08:35:54,CNR5512990,Success,535780,Bike,Whitefield,Vijayanagar,5.33,5.04,0,,0,,0,,316,35.13,3.2,4.6
2024-05-04,06:14:31,CNR3903612,Success,765563,Auto,Whitefield,Peenya,1.28,12.47,0,,0,,0,,172,40.25,3.1,5
2024-05-09,20:54:17,CNR8016289,Success,847069,eBike,Bellandur,Varthur,4.64,10.77,0,,0,,0,,363,10.03,4.3,3.8
2024-05-02,01:32:09,CNR5082313,Success,635048,eBike,Varthur,Langford Town,4.11,3.02,0,,0,,0,,639,16.52,3.5,4.1
2024-05-01,21:43:11,CNR5626112,Success,168041,Mini,Hebbal,Frazer Town,2.36,7.86,0,,0,,0,,545,39.61,4,3.6
2024-05-30,04:08:03,CNR7273988,Success,865076,Bike,Mathikere,Indiranagar,7.72,5.1,0,,0,,0,,365,27.85,3.7,3.6
2024-05-16,11:02:48,CNR1631893,Cancelled by Driver,592357,Prime Sedan,Yeshwanthpur,Indiranagar,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-04,11:28:20,CNR7675831,Cancelled by System,473824,eBike,Yeshwanthpur,New BEL Road,,,0,,0,,0,,,,,
2024-05-18,11:10:21,CNR3071080,Cancelled by Driver,387357,Mini,Kalyan Nagar,Brigade Road,,,0,,1,Customer related issue,0,,,,,
2024-05-22,11:44:40,CNR1988717,Cancelled by Driver,298654,Prime Sedan,Sadashivanagar,Yeshwanthpur,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-12,12:02:08,CNR8206032,Success,772619,Bike,Frazer Town,Old Airport Road,7.14,8.78,0,,0,,0,,411,14.37,4.8,4
2024-05-18,21:53:27,CNR7232894,Cancelled by Driver,186065,Prime Plus,Electronic City,Koramangala,,,0,,1,Customer related issue,0,,,,,
2024-05-29,20:05:59,CNR6801321,Success,474186,Prime Sedan,Koramangala,Varthur,5.92,3.06,0,,0,,0,,148,34.12,4.8,4.3
2024-05-07,16:59:50,CNR5428309,Success,123918,eBike,Jayanagar,Hebbal,7.41,7.34,0,,0,,0,,140,27.91,4.1,4.9
2024-05-26,04:53:56,CNR8049867,Cancelled by System,291005,Auto,JP Nagar,Koramangala,,,0,,0,,0,,,,,
2024-05-25,15:29:10,CNR1870296,Success,886305,Prime Sedan,BTM Layout,Brigade Road,9.36,7.9,0,,0,,0,,231,1.25,4.9,4.3
2024-05-07,23:51:22,CNR1450866,Success,866508,Prime SUV,Sahakara Nagar,Domlur,4.46,6.69,0,,0,,0,,792,23.33,3,4.8
2024-05-20,16:25:51,CNR7167785,Cancelled by Driver,919583,Prime SUV,Sahakara Nagar,Old Airport Road,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-24,17:06:20,CNR4416740,Success,594640,Prime Plus,Cooke Town,Brookefield,5.64,2.82,0,,0,,0,,522,39.32,3,4.3
2024-05-01,09:12:23,CNR7490875,Success,775118,Mini,JP Nagar,Kadugodi,4.11,13.48,0,,0,,0,,454,18.14,4.3,4.6
2024-05-12,15:28:16,CNR9324541,Success,554728,Mini,Hoodi,Electronic City,3.48,11.04,0,,0,,0,,859,35.49,4.2,4.5
2024-05-27,01:07:35,CNR6331906,Success,287302,Prime SUV,Kalyan Nagar,Kammanahalli,7.07,7.47,0,,0,,0,,318,6.13,4.8,3.6
2024-05-24,01:16:37,CNR1587071,Success,801295,Prime Plus,Mahadevapura,Frazer Town,2.3,7.97,0,,0,,0,,162,31.68,3.3,4.1
2024-05-18,08:24:14,CNR6821166,Success,320609,Prime Plus,Rajajinagar,Malleshwaram,8.83,12.65,0,,0,,0,,1024,37.38,3.9,3.5
2024-05-09,13:11:15,CNR1339340,Success,896122,Prime SUV,HSR Layout,Sahakara Nagar,9.11,12.3,0,,0,,0,,162,37,3.2,4.5
2024-05-12,20:37:14,CNR3860891,Success,245638,Prime Plus,Malleshwaram,Bellandur,1.58,3.48,0,,0,,0,,364,14.89,3.4,4
2024-05-12,17:58:41,CNR5484459,Success,131935,Auto,Brookefield,Old Airport Road,7.52,14.15,0,,0,,0,,1185,7.92,3.6,4.5
2024-05-12,15:32:20,CNR2246868,Cancelled by Customer,577540,Bike,Rajajinagar,Varthur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2024-05-05,17:54:34,CNR7361805,Success,251057,Mini,Hoodi,Old Airport Road,8.08,7.68,0,,0,,0,,1056,3.15,3.9,5
2024-05-19,04:36:37,CNR8427647,Success,242554,Bike,Marathahalli,Brigade Road,8.59,2.13,0,,0,,0,,289,15.69,4.6,4.9
2024-05-21,19:12:26,CNR5493351,Cancelled by Driver,580617,Bike,Vidyaranyapura,Banashankari,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-23,17:49:23,CNR9208189,Success,786335,Mini,New BEL Road,Vijayanagar,6.04,14.41,0,,0,,0,,930,32.04,4.8,4.4
2024-05-28,01:57:11,CNR2605577,Success,706214,Bike,Kammanahalli,Commercial Street,7.73,9.78,0,,0,,0,,306,25.3,3.9,4.3
2024-05-15,09:36:06,CNR6541566,Success,100651,Prime SUV,Sanjay Nagar,Vidyaranyapura,5.33,10.29,0,,0,,0,,1947,24.23,3.8,4.1
2024-05-19,17:00:10,CNR2875584,Cancelled by Driver,612518,eBike,JP Nagar,Langford Town,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-04,00:10:00,CNR5427249,Success,473074,Prime Plus,Old Airport Road,Commercial Street,7.56,11.06,0,,0,,0,,355,10.29,4.3,4.3
2024-05-16,06:47:00,CNR9455556,Success,275811,Bike,Vijayanagar,Jalahalli,1.89,9.7,0,,0,,0,,925,33.5,3.1,3.9
2024-05-06,04:29:15,CNR2284160,Success,374367,Prime Plus,Whitefield,Kadugodi,2.56,10.27,0,,0,,0,,570,25.39,3.4,4.3
2024-05-05,19:41:24,CNR4937414,Success,480978,Mini,Jayanagar,New BEL Road,1.11,12.23,0,,0,,0,,553,22.74,3.6,4.7
2024-05-05,07:04:27,CNR2321057,Cancelled by Customer,661657,Bike,Banashankari,Electronic City,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-09,21:12:47,CNR8860577,Success,460799,Bike,Commercial Street,Sahakara Nagar,6.5,6.92,0,,0,,0,,116,37.79,3.2,5
2024-05-18,16:49:55,CNR7142100,Cancelled by Customer,478828,Prime SUV,Malleshwaram,Vidyaranyapura,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2024-05-01,01:07:26,CNR6836013,Cancelled by Customer,284115,Mini,Vijayanagar,Langford Town,,,1,AC is not working,0,,0,,,,,
2024-05-07,21:56:14,CNR6400777,Success,414612,Auto,Kammanahalli,Banashankari,7.78,9.22,0,,0,,0,,665,38.67,4.9,4.1
2024-05-12,16:37:37,CNR7941166,Cancelled by Driver,953952,Mini,Marathahalli,Whitefield,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-25,04:20:50,CNR7912111,Cancelled by System,145532,Prime SUV,Mahadevapura,Cooke Town,,,0,,0,,0,,,,,
2024-05-22,05:38:48,CNR4504678,Cancelled by Driver,600237,Mini,Sarjapur Road,Brigade Road,,,0,,1,More than permitted people in there,0,,,,,
2024-05-07,04:56:51,CNR2035042,Success,114145,Auto,Cooke Town,Vidyaranyapura,3.72,3.29,0,,0,,0,,2649,33.99,3.7,4.3
2024-05-05,22:08:07,CNR3716997,Cancelled by Driver,952736,Prime Sedan,Electronic City,Sadashivanagar,,,0,,1,Customer related issue,0,,,,,
2024-05-04,03:34:51,CNR2876332,Success,157836,Prime Sedan,Yeshwanthpur,Peenya,3.16,13.6,0,,0,,0,,78,44.22,4.7,4.2
2024-05-15,06:31:39,CNR3246931,Success,846790,Mini,Frazer Town,Yelahanka,4.26,9.29,0,,0,,0,,302,44.11,3.6,4.9
2024-05-12,04:34:26,CNR7320122,Success,255453,Bike,HSR Layout,Basavanagudi,1.33,11.78,0,,0,,0,,518,39.67,4.4,4.5
2024-05-13,16:14:07,CNR7306388,Success,886521,Prime SUV,Jalahalli,Old Airport Road,7.83,9.57,0,,0,,0,,393,18.24,3.9,4.3
2024-05-26,06:09:09,CNR8908910,Success,548995,Prime SUV,CV Raman Nagar,Richmond Town,8.22,13.04,0,,0,,0,,388,26.42,4.6,4.6
2024-05-27,20:20:36,CNR3589720,Success,977861,Auto,Mahadevapura,Yeshwanthpur,1.56,2.64,0,,0,,0,,729,3.2,3.7,4.4
2024-05-24,09:43:39,CNR2302307,Success,562026,Prime Sedan,Richmond Town,JP Nagar,4.28,4.59,0,,0,,0,,346,17.23,4.1,4.3
2024-05-09,16:15:27,CNR7065091,Success,554123,eBike,Old Airport Road,Bellandur,4.7,6.4,0,,0,,0,,120,40.7,4.3,4.5
2024-05-25,15:41:33,CNR1837171,Cancelled by System,631291,Prime Sedan,Commercial Street,Vidyaranyapura,,,0,,0,,0,,,,,
2024-05-04,09:13:41,CNR6486778,Success,376603,Prime SUV,Bellandur,Domlur,5.88,5.9,0,,0,,0,,111,32.29,3.9,4
2024-05-06,09:03:47,CNR6381040,Success,485312,Mini,Koramangala,HSR Layout,2.58,12.58,0,,0,,0,,104,3.91,4.7,4.1
2024-05-05,17:36:50,CNR7997303,Success,806153,Mini,Bellandur,Hoodi,2.64,3.54,0,,0,,0,,358,30.15,4.9,3.9
2024-05-02,20:05:47,CNR8290626,Success,820120,Prime SUV,Whitefield,Richmond Town,6.39,4.64,0,,0,,0,,274,23.34,4.7,3.6
2024-05-13,15:31:29,CNR6848062,Success,149658,Prime Sedan,Jayanagar,Gokula,9.93,13.15,0,,0,,0,,313,13.56,4.3,4.1
2024-05-28,06:32:39,CNR2616504,Success,908396,Prime Sedan,RT Nagar,HSR Layout,7.47,6.9,0,,0,,0,,295,24.85,4.4,4.3
2024-05-22,20:21:59,CNR5340657,Incomplete,796480,Auto,Whitefield,Brookefield,1.86,11.92,0,,0,,1,Vehicle Breakdown,944,22.27,4.4,4.6
2024-05-27,05:54:46,CNR1139380,Cancelled by Driver,560574,Prime Sedan,Langford Town,Yelahanka,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-24,11:34:45,CNR5016106,Success,247478,Auto,Kammanahalli,Basavanagudi,1.74,14.19,0,,0,,0,,223,3.2,3.6,4.8
2024-05-15,12:03:18,CNR3499914,Cancelled by Driver,239530,eBike,Marathahalli,New BEL Road,,,0,,1,Customer related issue,0,,,,,
2024-05-10,14:51:21,CNR6555552,Success,283554,Bike,Rajajinagar,Jalahalli,7.44,4.27,0,,0,,0,,370,23.23,4.1,4.5
2024-05-28,14:57:17,CNR3401850,Cancelled by Customer,215787,Prime Sedan,Basavanagudi,Bellandur,,,1,Wrong Address,0,,0,,,,,
2024-05-22,14:57:06,CNR1056897,Success,573124,Prime Sedan,Sahakara Nagar,Vidyaranyapura,3.93,4.59,0,,0,,0,,413,27.32,3.4,4.7
2024-05-19,09:10:15,CNR6136777,Success,631153,Bike,Vidyaranyapura,Jayanagar,6.39,7.69,0,,0,,0,,747,10.04,4.2,4.5
2024-05-19,18:58:03,CNR1625535,Incomplete,104438,Auto,Electronic City,Jayanagar,7.55,14.46,0,,0,,1,Other Issue,1104,3.73,4.9,4
2024-05-05,21:53:54,CNR9804753,Success,459638,Prime Sedan,Yelahanka,Jalahalli,1.61,3.57,0,,0,,0,,1089,38.22,4.2,3.6
2024-05-20,19:27:25,CNR5485645,Cancelled by System,982738,Prime SUV,Kammanahalli,Mahadevapura,,,0,,0,,0,,,,,
2024-05-07,03:54:45,CNR8770120,Cancelled by Driver,983150,Prime SUV,Varthur,New BEL Road,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-20,02:11:27,CNR4058591,Success,889660,Auto,Sadashivanagar,Hoodi,7.51,9.47,0,,0,,0,,423,21.22,4.6,5
2024-05-30,01:05:08,CNR6558686,Cancelled by Driver,414303,Bike,Sahakara Nagar,Electronic City,,,0,,1,More than permitted people in there,0,,,,,
2024-05-18,22:57:02,CNR5304135,Success,326096,eBike,Brookefield,Sahakara Nagar,3.13,4.41,0,,0,,0,,544,5.28,4.1,4.7
2024-05-07,09:20:17,CNR5524935,Success,610576,Auto,Bennigana Halli,Varthur,1.86,4.36,0,,0,,0,,365,33.51,4.1,3.6
2024-05-12,19:09:52,CNR9442603,Success,205975,eBike,Commercial Street,Rajajinagar,9.2,8.7,0,,0,,0,,570,22.47,4.4,3.7
2024-05-17,13:09:48,CNR2474757,Success,617182,Prime SUV,Kammanahalli,Whitefield,4.08,9.71,0,,0,,0,,795,33.41,4.4,5
2024-05-20,16:48:38,CNR5698917,Success,164989,Auto,Kadugodi,Brigade Road,1.21,2.15,0,,0,,0,,2299,43.84,4.1,4.2
2024-05-20,04:47:40,CNR5684059,Cancelled by Driver,596490,Mini,Hebbal,Banashankari,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-14,12:44:16,CNR3612463,Success,570382,Prime Plus,Jayanagar,Malleshwaram,5.42,2.08,0,,0,,0,,436,27.86,4,3.7
2024-05-18,20:05:59,CNR2290987,Success,705028,Auto,Old Airport Road,Bellandur,9.73,3.2,0,,0,,0,,1186,40.4,4.1,4.7
2024-05-19,19:13:11,CNR7720840,Cancelled by Driver,174858,Bike,Kammanahalli,Yelahanka,,,0,,1,More than permitted people in there,0,,,,,
2024-05-12,03:42:14,CNR1728682,Cancelled by Driver,495145,Prime SUV,Frazer Town,Brigade Road,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-19,10:02:52,CNR4392016,Success,514184,Prime SUV,Gokula,Sanjay Nagar,4.47,12.91,0,,0,,0,,462,34.36,3.2,4
2024-05-13,10:12:03,CNR9291066,Cancelled by Driver,805889,Mini,Gokula,Sarjapur Road,,,0,,1,Customer related issue,0,,,,,
2024-05-28,12:40:39,CNR4441504,Success,560524,eBike,Cooke Town,CV Raman Nagar,3.11,11.39,0,,0,,0,,428,11.7,3.5,4.5
2024-05-30,16:42:07,CNR3795859,Success,551005,Prime SUV,Hebbal,Indiranagar,4.67,9.45,0,,0,,0,,74,17.99,4.5,4.7
2024-05-21,11:26:56,CNR9084328,Cancelled by System,251540,Auto,Sadashivanagar,RT Nagar,,,0,,0,,0,,,,,
2024-05-04,19:44:51,CNR8926961,Cancelled by System,846978,Bike,Hebbal,Rajajinagar,,,0,,0,,0,,,,,
2024-05-16,15:15:40,CNR4476942,Success,802193,Bike,New BEL Road,HSR Layout,4.83,5.38,0,,0,,0,,563,37.02,4.1,4.1
2024-05-18,22:06:56,CNR4549514,Success,941504,Mini,Yelahanka,New BEL Road,2.49,6.18,0,,0,,0,,255,4.11,4.4,4.4
2024-05-25,07:41:19,CNR5508934,Success,157439,Prime Sedan,Brookefield,Langford Town,9.08,12.31,0,,0,,0,,194,9.81,4.9,4.1
2024-05-05,06:19:45,CNR2111869,Success,668022,Bike,Domlur,Bannerghatta Road,5.2,4.46,0,,0,,0,,136,44.85,3.1,4
2024-05-03,23:37:26,CNR8647173,Success,421001,Prime Plus,Sahakara Nagar,Gokula,7.11,2.68,0,,0,,0,,276,8.41,3.1,4.7
2024-05-27,21:20:17,CNR1837120,Cancelled by System,331161,Auto,JP Nagar,BTM Layout,,,0,,0,,0,,,,,
2024-05-09,06:30:53,CNR8833873,Success,450539,Bike,Bellandur,Kalyan Nagar,8.66,11.38,0,,0,,0,,356,36.01,4.8,4.6
2024-05-25,06:39:12,CNR9734226,Success,497540,Mini,Rajajinagar,New BEL Road,4.93,9.47,0,,0,,0,,471,31.56,3.4,4.2
2024-05-23,12:20:04,CNR5810565,Cancelled by Driver,115100,eBike,Koramangala,Commercial Street,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-17,06:14:16,CNR7091383,Cancelled by Driver,105312,Prime Plus,Mahadevapura,Frazer Town,,,0,,1,More than permitted people in there,0,,,,,
2024-05-19,21:49:23,CNR2371038,Success,760959,eBike,Sarjapur Road,Koramangala,3,13.14,0,,0,,0,,530,18.46,4.4,3.6
2024-05-18,18:16:17,CNR5661211,Success,981711,Bike,Basavanagudi,Yeshwanthpur,8.47,6.66,0,,0,,0,,1173,38.67,3,3.8
2024-05-28,00:55:18,CNR2046394,Cancelled by Customer,979485,Mini,Domlur,MG Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2024-05-11,09:26:58,CNR4119610,Cancelled by System,553053,eBike,Old Airport Road,Sanjay Nagar,,,0,,0,,0,,,,,
2024-05-12,14:23:49,CNR1591782,Success,783651,Auto,Sahakara Nagar,Malleshwaram,1.67,4.41,0,,0,,0,,672,8.72,4.2,4.1
2024-05-24,20:18:46,CNR2306147,Success,643307,Bike,Jayanagar,Brookefield,2.83,8.72,0,,0,,0,,230,41.31,3.5,4.6
2024-05-21,23:55:05,CNR2061065,Success,165795,eBike,Malleshwaram,CV Raman Nagar,5.47,14.78,0,,0,,0,,213,14.45,3.9,4.9
2024-05-05,08:24:59,CNR7359455,Cancelled by Driver,632241,Bike,Yelahanka,BTM Layout,,,0,,1,Customer related issue,0,,,,,
2024-05-05,00:44:34,CNR8673752,Cancelled by Driver,466875,Prime Sedan,JP Nagar,Vijayanagar,,,0,,1,Customer related issue,0,,,,,
2024-05-12,17:20:05,CNR2093152,Cancelled by Driver,289042,Prime SUV,Rajajinagar,Jalahalli,,,0,,1,Customer related issue,0,,,,,
